I,II,III,AVR,AVL,AVF,V1,V2,V3,V4,V5,V6
0.6496780601125286,0.8056932294995459,0.7828542720514213,0.4510502304946039,0.517214871188627,0.7791777658525868,0.5940620344362224,0.37406138899195635,0.3420967697188597,-0.17073332945755135,-0.0024603278066607243,0.0077433647568918365
0.6850467764098861,0.8275679997441164,0.7737211759554025,0.4597739508140522,0.5492009329601705,0.7484408176201306,0.624220705726088,0.3505250279655788,0.2939501234098681,-0.574456295602931,-0.4285477685688957,-0.43580503255996933
0.6823678567322156,0.817820978494351,0.7704690705642465,0.45604201933197935,0.53374504459147,0.7572509028389289,0.6140952665437114,0.35138203235763965,0.3190274516042453,-0.43923884878423114,-0.24252353176459848,-0.3309968748896726
0.6872841941505586,0.8275111300058569,0.7738614534863296,0.4592527271532837,0.5434536290312537,0.7523123384699026,0.6100240657594893,0.3528201261265484,0.317961690358646,-0.41218465368369445,-0.14834633883386278,-0.3532063819241024
0.6474661756310818,0.8232839581240798,0.7657909379476631,0.4543718326485671,0.5409036715765806,0.7556908390569882,0.6153331248611826,0.35820022554276026,0.3238811649415229,-0.21993407039989962,0.04449767210304548,-0.14075190123297157
0.5528536181312335,0.706132677440308,0.5430861844476642,0.4497595244255978,0.5437770271609967,0.7609605652035828,0.6171670306600643,0.36141026523487235,0.3266870571804857,-0.1261701744296178,0.1775328637543512,-0.022708490029429904
0.43868977059023345,0.24392555760575269,0.08971734826906652,0.446904992354364,0.5410390716047129,0.7621501703448416,0.6113454783307067,0.3705067378409421,0.34326244369281966,0.05893199187787788,0.36015863113895236,0.1884657777915017
0.5253443760158698,-0.22079524015924668,-0.2896263670074795,0.44053070666282734,0.543662730099288,0.7524647885019414,0.6177260623328793,0.38001405952322487,0.3578318591555949,0.17651123630850477,0.465580874752205,0.31901429764180467
0.7742275076467164,-0.22849510601278142,-0.16817173338494815,0.44851952469716827,0.5411288022497519,0.7560776009169129,0.6129745701139772,0.3819660709348278,0.36667651223927916,0.2922134572023192,0.5619441294000499,0.45235890414407
0.9217538504113185,0.23157795065237716,0.24398274336712966,0.47091852684352664,0.5429001550575092,0.7413184329306658,0.6207533472029937,0.38786249768082737,0.36988579086022016,0.3227166440166118,0.6040852373442333,0.5084040536155233
0.8741540713423056,0.6410079016709149,0.49344443250600245,0.4943851092372909,0.520500610134488,0.7168578624549531,0.6171902129844848,0.39060199750233493,0.36850238805836943,0.3940827325084866,0.6491597786576316,0.5849197715546567
0.7944481599442599,0.7713696986583537,0.6303842249306215,0.5111493501399801,0.49812859840918383,0.7114616519527099,0.6190632403526852,0.395860860854262,0.3791189799134753,0.40075399906611375,0.6388873846808241,0.6014042029142344
0.7209538283561979,0.7721042494811458,0.6793743590716571,0.5213694551695788,0.4816409155417877,0.7251901359302304,0.607125858515583,0.39943108946079925,0.37863157759301624,0.44127884127239764,0.6714998068059284,0.6279979907895215
0.6835665207433527,0.7443925865720381,0.7110199555632558,0.5322918842152907,0.4761269917362895,0.728972269285444,0.6061740953165002,0.3974728094198003,0.37752223686785413,0.4408018751885758,0.666155788485206,0.6269230494181132
0.6577674072360564,0.7473651361733631,0.7339007191011716,0.5346865596774698,0.4633680585045935,0.7503862698791995,0.6105110131104196,0.39898558569102477,0.3837088175699791,0.4489215024982534,0.6883518972250295,0.6416748783958401
0.636743623504673,0.7444937295772217,0.7494743552688276,0.5301328888388206,0.44810964567307976,0.7896300898320886,0.609962521653625,0.3976954568314867,0.38952877287668686,0.4285477001132049,0.683190577130237,0.6365691594077199
0.6240885972579059,0.7467566546109107,0.7602027105398876,0.5128094467169991,0.4671727448975219,0.812807865504876,0.61100084768612,0.3993134392211224,0.3835407977392685,0.43373387610425485,0.671487628960016,0.6467011560459771
0.6147674517973274,0.7450935064812999,0.7661468590871491,0.4907365003655379,0.4810545546661918,0.8217946167147757,0.6183377118894149,0.40684038724102944,0.38705554024462246,0.4233602872209627,0.6478773253612472,0.6298113498732416
0.5987641730179848,0.7412491837044228,0.777136026172131,0.45574413966779437,0.4915462035187753,0.8277379752872553,0.6190807479173958,0.4008810264912652,0.3848696621636135,0.431494591500576,0.6760261808526621,0.6352141751727818
0.5899337464350338,0.730281527939571,0.780664482761494,0.43513183923489845,0.5160836818069828,0.82926448184011,0.6129993892464817,0.4027712534842231,0.39947723570366445,0.4275504991629277,0.676867941634315,0.6214089039301849
0.5733620596017599,0.7272786290767835,0.7787051277103852,0.41713023079541994,0.5157328874042519,0.8197246718349485,0.6094321203525913,0.40887095214539704,0.4089449402969299,0.45618316932899383,0.6873734964095481,0.6324604428648996
0.554243975077066,0.7132762056194536,0.7810134303529372,0.4073914924899392,0.5230899210462002,0.8243004331286093,0.6104833547720377,0.41319274189443367,0.4060877163406903,0.4521478338570729,0.6773240329664998,0.6307078043829268
0.548466198908857,0.712794312662138,0.7862044389238234,0.4061062419821645,0.5259473294177718,0.8179635293089625,0.6101857321140104,0.40850098038110466,0.4020734483210514,0.4536036363423522,0.6867100601574421,0.6393924410408609
0.5352087670983235,0.7060551613508373,0.7914244596349843,0.40800364541745354,0.5302607192175093,0.814259859715386,0.6096054206841803,0.4057363546791391,0.41015537728466844,0.46039470958421835,0.688015798392041,0.6366335612273687
0.5101452142500112,0.6920035074903284,0.7963524707433136,0.399743578023329,0.5005398350009979,0.8180111595011722,0.6154253733646112,0.40759954157351264,0.4122410032010133,0.4778256945109778,0.703413295120296,0.6487562715575412
0.4835504227227734,0.6738205759629786,0.8059842478026398,0.38817110682419753,0.515846824664004,0.829561208123292,0.6175564506969627,0.40615857020590923,0.40514703199762386,0.47036632671989415,0.7090009465827197,0.6399327123391756
0.4422874729757767,0.6506426894883005,0.8193479866728315,0.45526354078393816,0.6201291182921721,0.6297119926954063,0.6091655933340251,0.39616486740561996,0.40257062748691314,0.4831098579793256,0.7226744457489509,0.6479567131879417
0.40367939480886833,0.6313262752387204,0.8385382140858884,0.7140374760335865,0.8271234315804211,0.14156472923072516,0.6103354920970789,0.3856443484496756,0.3815502726498091,0.47956894904596853,0.7201748684607414,0.6476815167394092
0.35557186572193283,0.5972334710261052,0.8472023721852003,1.0077612674550882,1.0300077006992767,-0.20353496446245375,0.6149495428579067,0.383157170049717,0.3615945150428386,0.49102219123271845,0.7306353519732016,0.6563739827985396
0.31325008796869186,0.5716909241954686,0.8585298251610686,0.9686913219443624,0.9774874926822407,-0.03806418899854888,0.639769825284329,0.375940880408753,0.34789412903958605,0.48510195653672467,0.7217916952257665,0.649017757295587
0.272730598664586,0.546522363048541,0.8725557554029525,0.6146353744595467,0.8262551928586466,0.4049553139995491,0.6547502244221135,0.3666362712627784,0.33627992930484374,0.4848258445210705,0.7298133364470479,0.6558545407663242
0.2557218174244406,0.5216157863883554,0.8664899036980537,0.3490204661929714,0.6851582605926548,0.7059767753616317,0.6693626735801675,0.36167467710504814,0.3124744351607937,0.48052986003106596,0.7283596838235717,0.6494330231871663
0.23744433011571556,0.4967536401404295,0.8538840502234755,0.30033104755106776,0.6132488015816628,0.7782065053457471,0.6718307884203302,0.3581140856233517,0.3182087445639683,0.4863208236915778,0.7275711652215627,0.6553926773274884
0.2587331834542262,0.4714838916814621,0.8174817702740487,0.368414983383617,0.580602538259791,0.748350416742674,0.6809853893199165,0.36368242481429336,0.350753842466264,0.47619223920447,0.7244207977113533,0.6559516282719028
0.2956363218589995,0.4687739591655278,0.7828960318944734,0.42130970476431895,0.5574973743469809,0.7535590044103009,0.665907157228345,0.3902867578112702,0.3891020645344593,0.4856080612252955,0.7379922270392295,0.6650938131705636
0.371975155529877,0.4944049445411741,0.7539753758417191,0.43414747416470956,0.5316691211562403,0.7659865151845758,0.6491373110388629,0.4146157963026021,0.42357213356773926,0.4974255915154315,0.7277485446837119,0.6694137713103488
0.44654107927802583,0.5356392689570121,0.7365850463698237,0.44553374918445565,0.5170194600391653,0.7711700266696957,0.6248487120188755,0.41492620596418994,0.4438450829286579,0.49653377179626623,0.7292633818549845,0.6821193428149506
0.4926372654521335,0.5884281355685863,0.7325619798918084,0.44867678846182896,0.49669596785924347,0.7650439362355296,0.6066052300665533,0.4207035779680135,0.4469836636226725,0.48535699010417915,0.7312338482943406,0.67459290293314
0.5328403364902222,0.6364768829557657,0.73755510965391,0.45523602717947287,0.48559525844530205,0.772693243404551,0.5865335825453648,0.42734433080808315,0.4534725503123821,0.4904071639491848,0.7380453058415273,0.6905472480267759
